id;companyid;containerid;createdat;customer;displayid;engineid;enginename;enginetype;extrainfo;integrated;integrationid;istest;ordertiming;ordertype;saleschannel;scheduledat;status;preparationtime;takeouttimeinseconds;totalamount;updatedat;version
408;0CFIZ17YBE;X3Y5IX6T;2025-02-02 22:56:00;770;UKXNK4;7SL7K4;KDSPro;WEB;Similique distinctio at repellendus deleniti delectus rerum corporis.;True;6937;True;SCHEDULED;TAKEOUT;99FOOD;2025-02-03 10:56:00;CONCLUDED;27;2123;49.73;2025-02-03 16:47:00;v2.6.7
486;EOSNP8DCWC;J0TCLJIR;2025-02-03 07:56:00;623;JMPGNU;5R6GWQ;KDSPro;POS;Não informado;False;2729;False;IMMEDIATE;INDOOR;WHATSAPP;2025-02-03 07:56:00;CONCLUDED;54;730;29.03;2025-02-03 13:24:00;v3.7.8
1981;9075NI5AMB;0C4NPHUR;2025-02-03 19:27:00;782;CBDZ6A;YDYMZ7;CannoliEngine;APP;Consequuntur vero ea esse tempore ea.;False;8380;False;IMMEDIATE;TAKEOUT;ANOTAAI;2025-02-03 19:27:00;PLACED;25;2423;58.98;2025-02-04 04:40:00;v2.5.7
364;K3WW8OSU78;V59CC30G;2025-02-03 23:04:00;175;BKERLH;8TMJMA;KDSPro;APP;Expedita autem possimus nesciunt aliquam voluptates quidem.;True;3758;False;IMMEDIATE;INDOOR;IFOOD;2025-02-03 23:04:00;CONFIRMED;88;1252;107.77;2025-02-04 09:10:00;v1.6.3
1170;RBLB81XHNG;PDEHEYRK;2025-02-04 00:57:00;636;1VPTG6;E1DBH4;CannoliEngine;POS;Não informado;False;6945;False;IMMEDIATE;INDOOR;99FOOD;2025-02-04 00:57:00;CANCELED;54;891;47.57;2025-02-04 03:08:00;v2.9.7
1572;FL8WYW5GSF;QVOI9WUA;2025-02-04 07:07:00;629;VTEXK3;0GFZS8;CannoliEngine;WEB;Não informado;True;5440;False;IMMEDIATE;INDOOR;IFOOD;2025-02-04 07:07:00;PLACED;70;3094;43.83;2025-02-04 09:40:00;v2.7.2
1627;DWZUUZUJHM;8UW5WWLQ;2025-02-04 16:46:00;885;PX1KK7;1PT3AP;DirectOrder;APP;Não informado;True;7028;False;IMMEDIATE;INDOOR;ANOTAAI;2025-02-04 16:46:00;PENDING;82;3260;22.72;2025-02-05 07:37:00;v1.9.3
1777;MVW2PZBXJC;XG63R9RA;2025-02-04 16:55:00;876;PPFSIV;XB4YNM;IfoodBridge;APP;Não informado;True;6483;False;SCHEDULED;INDOOR;99FOOD;2025-02-07 11:55:00;PENDING;81;1075;84.05;2025-02-04 23:04:00;v2.9.2
913;ZHX384S4MX;O5D24NPG;2025-02-04 22:32:00;339;4XOJZU;OGDVRJ;IfoodBridge;WEB;Não informado;True;4776;False;SCHEDULED;DELIVERY;ANOTAAI;2025-02-06 13:32:00;CANCELED;21;1867;35.46;2025-02-05 07:38:00;v3.5.1
956;HQYLSV0Z3O;LLD56E4V;2025-02-04 23:38:00;929;VGQB4R;0FWNH2;KDSPro;APP;Não informado;True;6978;False;SCHEDULED;INDOOR;EPADOCA;2025-02-05 14:38:00;PLACED;80;1310;22.8;2025-02-05 08:55:00;v2.0.1
1166;6BHQ7QA2YT;LG0MMK9O;2025-02-05 11:03:00;851;NNRXTH;WKNP8B;IfoodBridge;APP;Natus excepturi sapiente debitis.;False;2388;False;SCHEDULED;INDOOR;99FOOD;2025-02-05 22:03:00;DISPATCHED;40;2277;54.16;2025-02-06 03:53:00;v2.1.3
1756;657BGCXVQ8;WPCGMFKF;2025-02-05 12:48:00;191;T7RUZH;ER8D5K;IfoodBridge;WEB;Velit a harum consequuntur pariatur temporibus.;False;6612;False;SCHEDULED;INDOOR;IFOOD;2025-02-08 09:48:00;CANCELED;70;1713;64.09;2025-02-05 17:19:00;v2.5.3
1032;XL6P43S87S;OLHE2A8Q;2025-02-05 14:48:00;37;0O0L4J;IIX6OZ;DirectOrder;POS;Não informado;True;9896;False;SCHEDULED;TAKEOUT;EPADOCA;2025-02-07 02:48:00;CONFIRMED;74;1786;18.27;2025-02-06 09:09:00;v3.3.0
497;UBQ7YX50VJ;099HRLFV;2025-02-05 15:41:00;113;WHWGAN;R5BTUE;IfoodBridge;APP;Não informado;True;4966;False;IMMEDIATE;TAKEOUT;IFOOD;2025-02-05 15:41:00;PLACED;11;2094;47.12;2025-02-05 21:58:00;v3.3.7
1633;154JRDCORZ;OGL8ZN4Z;2025-02-05 19:51:00;777;YK2PBC;JURGZD;IfoodBridge;APP;Non eveniet et earum minima deleniti.;False;2073;False;SCHEDULED;DELIVERY;EPADOCA;2025-02-06 17:51:00;PLACED;69;1167;43.1;2025-02-06 05:49:00;v3.7.6
1911;VTN7MARL9B;6IO6597E;2025-02-05 20:28:00;115;H7YL7X;0187AA;CannoliEngine;POS;Não informado;True;1278;False;SCHEDULED;DELIVERY;99FOOD;2025-02-07 18:28:00;CONCLUDED;90;2222;66.96;2025-02-06 02:52:00;v1.9.0
703;N4QFOYANV5;KSDHJOJC;2025-02-06 03:48:00;651;Q77SXG;V81XS9;DirectOrder;WEB;Não informado;True;9210;False;IMMEDIATE;TAKEOUT;WHATSAPP;2025-02-06 03:48:00;CONCLUDED;5;3134;39.41;2025-02-06 08:49:00;v1.2.2
324;YONPXKHHDL;VH6CGFK0;2025-02-06 06:19:00;708;D6BK9I;NWVJXS;KDSPro;POS;In veritatis modi ab ducimus natus repellat.;False;6186;True;IMMEDIATE;DELIVERY;SITE;2025-02-06 06:19:00;DISPATCHED;27;1565;45.65;2025-02-06 06:51:00;v3.8.0
275;NAAUEHS2UD;Q62XA9XV;2025-02-06 07:04:00;245;9RXUS0;YESNZO;KDSPro;POS;Não informado;False;3803;False;SCHEDULED;TAKEOUT;WHATSAPP;2025-02-06 10:04:00;PENDING;21;2357;36.11;2025-02-06 22:41:00;v1.2.2
1141;6U9HXDHCZY;UWOFUV4H;2025-02-06 08:41:00;411;OAKOEE;UP0SOA;CannoliEngine;WEB;Não informado;True;3761;False;SCHEDULED;INDOOR;IFOOD;2025-02-08 15:41:00;CANCELED;15;954;134.42;2025-02-06 18:52:00;v1.9.8
73;Y7VND8VI6F;KRXXWFMH;2025-02-06 16:39:00;880;6AAF28;NWNL2U;DirectOrder;APP;Não informado;True;8412;False;IMMEDIATE;DELIVERY;99FOOD;2025-02-06 16:39:00;PLACED;28;230;81.67;2025-02-07 10:38:00;v3.3.6
1358;KV05WS57YT;FFCA9E8I;2025-02-06 22:29:00;52;EUNHZJ;7J2LAU;KDSPro;POS;Ipsa quidem sequi neque alias nesciunt ex.;True;2660;False;SCHEDULED;INDOOR;SITE;2025-02-08 22:29:00;CANCELED;73;389;90.43;2025-02-07 01:06:00;v3.6.4
1409;6KLLW9KBQD;FC42VGKB;2025-02-06 23:31:00;797;FI84M2;E790FK;CannoliEngine;APP;Não informado;True;3740;False;IMMEDIATE;INDOOR;SITE;2025-02-06 23:31:00;DISPATCHED;36;2962;85.68;2025-02-07 02:44:00;v2.6.8
511;5A2C1L9FJ7;U08WM20U;2025-02-06 23:46:00;569;SXW8M0;LNK4U6;IfoodBridge;POS;Não informado;True;9842;False;IMMEDIATE;DELIVERY;SITE;2025-02-06 23:46:00;PENDING;65;3030;49.27;2025-02-07 00:57:00;v3.9.3
1908;UP8V3DLKYH;LEDVXAM3;2025-02-07 03:13:00;255;B22MC5;89Z8M3;IfoodBridge;APP;Não informado;True;5554;False;SCHEDULED;DELIVERY;DELIVERYVIP;2025-02-10 01:13:00;CONFIRMED;51;2013;62.79;2025-02-07 16:22:00;v1.9.2
24;0WXLL5UBEV;SZLCDNTQ;2025-02-07 13:25:00;115;ICHEX7;SAOEOG;KDSPro;APP;Não informado;True;9347;False;SCHEDULED;TAKEOUT;WHATSAPP;2025-02-09 21:25:00;CONFIRMED;53;3094;70.15;2025-02-08 03:26:00;v3.3.7
44;GRC38P58M1;MHJNBXSM;2025-02-07 19:58:00;709;2EJO2C;UQFMZJ;DirectOrder;WEB;Não informado;True;4348;False;SCHEDULED;TAKEOUT;SITE;2025-02-10 01:58:00;CONCLUDED;43;958;16.92;2025-02-08 09:57:00;v1.4.9
1389;UTC0PAD0H8;KW3FMKXB;2025-02-08 02:25:00;852;CBNGIA;CD0EQA;DirectOrder;POS;Não informado;True;9408;False;IMMEDIATE;DELIVERY;IFOOD;2025-02-08 02:25:00;CONCLUDED;11;3239;49.26;2025-02-08 03:28:00;v2.2.0
1244;4MRCJDAPOV;GJ42XGF1;2025-02-08 06:09:00;701;OHSSAH;OXLD6H;DirectOrder;APP;Dolore reprehenderit corporis atque cumque architecto velit.;True;5338;False;SCHEDULED;TAKEOUT;ANOTAAI;2025-02-10 11:09:00;CANCELED;52;221;19.78;2025-02-09 02:02:00;v1.4.8
546;4BUO15P7F2;T73OE0OT;2025-02-08 10:01:00;755;6N9BR0;T4T1C5;DirectOrder;WEB;Não informado;False;3485;False;SCHEDULED;DELIVERY;99FOOD;2025-02-09 16:01:00;PLACED;25;3499;46.51;2025-02-08 23:31:00;v3.1.2
493;ZUUJONBG9R;FGXJ6077;2025-02-08 12:27:00;208;HBFFNI;LCTRR7;KDSPro;APP;Distinctio ex vel quam.;True;5515;False;IMMEDIATE;DELIVERY;DELIVERYVIP;2025-02-08 12:27:00;CONCLUDED;34;1612;30.06;2025-02-08 16:47:00;v3.0.8
1405;QBBPKM3BQ6;DPQ2TKE7;2025-02-08 13:04:00;129;705ZIU;CDK8LA;IfoodBridge;WEB;Não informado;False;9260;False;SCHEDULED;DELIVERY;DELIVERYVIP;2025-02-11 08:04:00;PLACED;57;1411;103.04;2025-02-08 13:21:00;v2.1.6
1748;L2K42N0D4N;RE6OR67A;2025-02-08 13:20:00;308;FY7T5F;8KRRE3;IfoodBridge;WEB;Asperiores blanditiis nisi voluptate incidunt totam qui.;False;3471;False;SCHEDULED;INDOOR;SITE;2025-02-10 23:20:00;PENDING;84;2401;124.16;2025-02-08 13:44:00;v2.0.1
1314;27JAA94ZRZ;RLQ9WCLY;2025-02-08 23:24:00;158;B4SWIT;QRNJOQ;KDSPro;APP;Maxime laboriosam sed placeat consequatur placeat.;False;7647;True;IMMEDIATE;DELIVERY;SITE;2025-02-08 23:24:00;PENDING;71;2360;46.28;2025-02-09 10:57:00;v2.7.8
1869;TWLB85ISKC;ZHPXVE6M;2025-02-09 10:12:00;582;YG16AE;KVQ4RT;IfoodBridge;WEB;Não informado;True;6866;True;SCHEDULED;DELIVERY;99FOOD;2025-02-12 07:12:00;PENDING;90;3272;45.78;2025-02-09 17:43:00;v2.1.0
404;045V7WYH1X;A0H6IP6C;2025-02-09 11:13:00;617;9NSJ37;PX9CW2;KDSPro;APP;Não informado;True;6702;False;IMMEDIATE;DELIVERY;DELIVERYVIP;2025-02-09 11:13:00;PLACED;52;2168;44.97;2025-02-09 21:20:00;v1.4.9
645;I9551AXTO8;D8JYPAKX;2025-02-09 14:05:00;545;ASOG7Y;2NE8BQ;DirectOrder;APP;Placeat ut ut nisi provident iure similique sit.;False;3750;False;SCHEDULED;DELIVERY;DELIVERYVIP;2025-02-11 10:05:00;CONCLUDED;78;3080;52.74;2025-02-09 14:41:00;v1.8.3
1220;5BQZNU30UJ;GBKCMSIW;2025-02-09 18:11:00;65;ZHB28P;JR9R9J;DirectOrder;APP;Dolor suscipit nobis consectetur amet nesciunt dolorem dolorem.;True;1473;False;SCHEDULED;TAKEOUT;ANOTAAI;2025-02-10 13:11:00;PENDING;28;2918;49.86;2025-02-10 05:17:00;v1.1.5
1218;STY5H8RXP7;LJSIASRX;2025-02-09 19:06:00;464;KJ3YQQ;VW94F8;CannoliEngine;APP;Ducimus eum rerum aspernatur.;False;2499;False;IMMEDIATE;INDOOR;DELIVERYVIP;2025-02-09 19:06:00;DISPATCHED;51;899;40.83;2025-02-09 23:59:00;v1.1.7
300;PSCEBPUWFQ;98VW0Q8C;2025-02-10 04:29:00;579;W8HYV1;YK5NNR;CannoliEngine;APP;Não informado;False;1690;False;SCHEDULED;DELIVERY;ANOTAAI;2025-02-11 19:29:00;CANCELED;55;1482;113.03;2025-02-10 11:15:00;v1.8.5
1449;9QY2VLFX8R;YW52HH5U;2025-02-10 07:26:00;215;D1K4EF;3KNZ73;DirectOrder;APP;Non unde atque.;True;5403;False;SCHEDULED;DELIVERY;EPADOCA;2025-02-10 23:26:00;CANCELED;44;562;36.47;2025-02-11 02:19:00;v2.8.7
696;HHZXTV8231;L2SLXYMM;2025-02-10 09:26:00;534;05BIEL;VMH9HH;IfoodBridge;POS;Eligendi fugiat possimus quos quam.;True;5958;False;IMMEDIATE;TAKEOUT;DELIVERYVIP;2025-02-10 09:26:00;CONFIRMED;89;2041;25.18;2025-02-10 19:32:00;v2.1.7
113;BBMUX7ZHEQ;N664JY90;2025-02-10 12:43:00;403;8QDW8Q;8ZJ772;CannoliEngine;APP;Amet assumenda aliquid.;False;2870;False;SCHEDULED;INDOOR;99FOOD;2025-02-12 07:43:00;DISPATCHED;57;439;86.63;2025-02-11 07:47:00;v3.9.5
1133;SIUORTUEVZ;IF29DJ9E;2025-02-10 13:43:00;974;4RFFTA;SPQT5S;IfoodBridge;APP;Não informado;False;5062;False;IMMEDIATE;TAKEOUT;WHATSAPP;2025-02-10 13:43:00;PENDING;43;2443;26.26;2025-02-10 14:02:00;v3.6.2
406;MTPQH4B75E;YFLPMJW8;2025-02-10 18:25:00;755;4KJZTM;VOHF07;CannoliEngine;WEB;Deserunt molestias quis hic veniam corrupti.;True;3355;False;IMMEDIATE;DELIVERY;ANOTAAI;2025-02-10 18:25:00;PENDING;8;1590;149.84;2025-02-11 02:31:00;v3.6.0
1056;U9X8QGA10J;HSM6AGUS;2025-02-11 04:34:00;732;9VLMBG;CN9L5P;KDSPro;APP;Molestias placeat delectus nobis ipsum nulla labore.;False;9143;False;IMMEDIATE;DELIVERY;IFOOD;2025-02-11 04:34:00;CONCLUDED;79;1955;156.04;2025-02-11 19:52:00;v3.1.8
1269;D9J9APBN2W;G6OA78ZD;2025-02-11 05:34:00;911;9AE4N0;HWCQF6;KDSPro;APP;Corporis quo a necessitatibus.;False;2325;False;IMMEDIATE;INDOOR;ANOTAAI;2025-02-11 05:34:00;CANCELED;77;3515;76.18;2025-02-11 13:41:00;v1.6.1
863;YEKM39RD7U;8LSI6L5S;2025-02-11 06:52:00;846;ODYNTG;XH2YLS;DirectOrder;APP;Não informado;True;7807;False;SCHEDULED;INDOOR;SITE;2025-02-12 20:52:00;CONFIRMED;89;1323;156.94;2025-02-11 07:02:00;v3.3.6
963;58VXC9AA8N;EUQAQ0IW;2025-02-11 13:10:00;606;99WS4D;6Q0UUK;KDSPro;POS;Não informado;True;6784;False;SCHEDULED;INDOOR;WHATSAPP;2025-02-13 01:10:00;CANCELED;44;2686;24.78;2025-02-12 09:03:00;v3.2.0
1773;J2OEKEG70P;5Q9EIDNT;2025-02-11 18:06:00;531;Z3425X;JYJQ9U;CannoliEngine;APP;Não informado;True;6994;False;SCHEDULED;INDOOR;IFOOD;2025-02-14 18:06:00;DISPATCHED;61;1615;62.13;2025-02-12 00:15:00;v1.5.4
983;6ZSQ65U96X;BE9QZJWM;2025-02-11 23:28:00;768;JMB747;YCPFTL;DirectOrder;APP;Accusantium quis perspiciatis nisi ipsum.;True;2020;False;IMMEDIATE;TAKEOUT;SITE;2025-02-11 23:28:00;CANCELED;82;287;90.17;2025-02-11 23:42:00;v2.3.8
1325;GDH4OCIGWH;VRGVA7IX;2025-02-12 00:14:00;250;86UTIH;CCBVPF;CannoliEngine;WEB;Não informado;True;2396;False;IMMEDIATE;TAKEOUT;DELIVERYVIP;2025-02-12 00:14:00;CONFIRMED;80;3093;44.88;2025-02-12 01:46:00;v3.5.1
760;OTW4GRX404;9RRJW2JY;2025-02-12 01:22:00;849;564CL1;GPYR93;CannoliEngine;WEB;Facilis eum eligendi ad saepe dolorum tenetur.;False;7688;False;SCHEDULED;INDOOR;99FOOD;2025-02-14 12:22:00;PLACED;18;3306;37.56;2025-02-12 12:04:00;v1.1.8
1995;0Z0UBXUW4Q;QRY4WE5E;2025-02-12 02:08:00;476;SCXFPN;WX4WVU;CannoliEngine;POS;Deleniti quidem eum optio est rerum maxime soluta.;True;4091;False;SCHEDULED;TAKEOUT;DELIVERYVIP;2025-02-12 22:08:00;DISPATCHED;49;1048;44.11;2025-02-12 09:38:00;v2.2.2
502;SGUGPIVH4T;NPUTP9RR;2025-02-12 06:23:00;963;DMKUNI;FJONDT;CannoliEngine;APP;Não informado;False;9732;False;IMMEDIATE;TAKEOUT;DELIVERYVIP;2025-02-12 06:23:00;DISPATCHED;5;2462;28.74;2025-02-12 21:31:00;v3.3.2
1153;9ONHG2S6UO;QN3R6TMJ;2025-02-12 13:23:00;291;QDUVCV;DFNFVI;IfoodBridge;POS;Não informado;True;2647;False;SCHEDULED;INDOOR;IFOOD;2025-02-15 13:23:00;CANCELED;5;1240;62.23;2025-02-12 23:49:00;v3.6.8
979;3A4L16934N;BBOHWAL1;2025-02-12 15:14:00;739;DVT9U6;N0RGGP;DirectOrder;POS;Não informado;True;5333;False;SCHEDULED;DELIVERY;IFOOD;2025-02-14 19:14:00;DISPATCHED;21;520;68.48;2025-02-13 08:42:00;v2.0.2
1907;FIO1E1G8RI;QT6GPFPR;2025-02-12 15:47:00;460;COXR1T;JAPIRP;CannoliEngine;WEB;Dolorum cum magnam.;False;8503;False;IMMEDIATE;INDOOR;WHATSAPP;2025-02-12 15:47:00;CONCLUDED;78;358;36.53;2025-02-13 08:14:00;v1.0.2
654;6APOMUU0F9;CQJNO8TN;2025-02-13 01:22:00;147;VFSWDZ;PZ2DS9;CannoliEngine;POS;Não informado;True;3132;False;IMMEDIATE;TAKEOUT;IFOOD;2025-02-13 01:22:00;CONCLUDED;68;2991;23.76;2025-02-13 07:27:00;v2.0.2
616;P6947AREJA;OS6AYXM9;2025-02-13 02:58:00;97;KPJ588;N7P8RR;DirectOrder;WEB;Não informado;False;6134;True;IMMEDIATE;DELIVERY;EPADOCA;2025-02-13 02:58:00;CONCLUDED;19;599;31.52;2025-02-13 08:48:00;v1.6.5
1261;A7GS4VB7W2;F3WY8SDE;2025-02-13 07:44:00;570;WL95B3;02QD2E;DirectOrder;WEB;Não informado;True;8191;False;SCHEDULED;INDOOR;IFOOD;2025-02-13 17:44:00;CONCLUDED;19;2337;46.1;2025-02-13 21:12:00;v1.8.3
798;OMLEMLKVNK;IRH3W8B4;2025-02-13 09:50:00;370;GXEDE2;ZJHU1A;KDSPro;POS;Não informado;True;4098;False;SCHEDULED;INDOOR;EPADOCA;2025-02-14 13:50:00;CONFIRMED;18;2720;77.56;2025-02-13 16:39:00;v2.4.9
1902;RFYM8M4ODO;9JTLAK80;2025-02-13 22:23:00;993;LTBH3H;V3VJHB;KDSPro;WEB;Não informado;False;8194;False;IMMEDIATE;TAKEOUT;SITE;2025-02-13 22:23:00;DISPATCHED;65;1907;71.81;2025-02-14 12:59:00;v2.1.4
550;FA5MKCC045;0XTXOQDV;2025-02-13 22:56:00;891;04X538;X7YYEL;CannoliEngine;POS;Nam sequi quae corporis illum.;True;1102;False;SCHEDULED;DELIVERY;WHATSAPP;2025-02-16 00:56:00;PLACED;16;1387;43.03;2025-02-14 07:26:00;v3.2.1
323;6HVO5NLQGZ;BMWG92GV;2025-02-14 01:06:00;636;W2CFCB;EY9HRG;CannoliEngine;POS;Nesciunt odit praesentium laboriosam maxime maiores vitae.;True;8309;False;IMMEDIATE;TAKEOUT;ANOTAAI;2025-02-14 01:06:00;CONCLUDED;81;3272;44.56;2025-02-14 16:11:00;v3.1.9
1573;X7DRJ9NISV;G0LOSUUM;2025-02-14 08:54:00;2;YSIGMG;55CT9D;KDSPro;WEB;Ea optio nostrum aliquam explicabo fugit eligendi accusantium.;True;3991;False;SCHEDULED;INDOOR;DELIVERYVIP;2025-02-14 11:54:00;PENDING;39;927;67.74;2025-02-14 18:42:00;v3.9.4
128;DBJX5Z0WEE;80KMCMXZ;2025-02-14 13:00:00;47;YRJFVO;HOCG2K;IfoodBridge;APP;Não informado;True;5373;False;SCHEDULED;TAKEOUT;EPADOCA;2025-02-14 14:00:00;CANCELED;78;3090;24.06;2025-02-15 06:38:00;v1.4.5
1619;PSWZO0IPGI;K9UAC06X;2025-02-14 15:14:00;942;NVZESK;AE3L1X;DirectOrder;POS;Não informado;True;1557;False;IMMEDIATE;TAKEOUT;99FOOD;2025-02-14 15:14:00;CONFIRMED;86;2648;62.67;2025-02-15 07:33:00;v3.4.6
1698;WNJEW273T5;XJSEI6FT;2025-02-14 15:16:00;280;7JKMDL;EVUFGW;DirectOrder;APP;Sunt fuga optio laudantium eaque in.;True;3182;False;IMMEDIATE;INDOOR;SITE;2025-02-14 15:16:00;CONFIRMED;56;106;78.78;2025-02-15 04:49:00;v1.4.0
365;4RBHPA95JE;E6P5ONYS;2025-02-14 17:57:00;94;YTLVAE;UUWB5S;DirectOrder;POS;Não informado;True;5513;False;IMMEDIATE;DELIVERY;IFOOD;2025-02-14 17:57:00;DISPATCHED;47;1022;30.96;2025-02-15 03:56:00;v1.8.7
1125;1RGJGU60FW;R2FPMT4Q;2025-02-14 23:19:00;396;KYMYHQ;QHSKB1;DirectOrder;APP;Eum quos deleniti explicabo odit odio nesciunt.;True;8092;False;SCHEDULED;INDOOR;DELIVERYVIP;2025-02-16 11:19:00;CANCELED;44;2276;64.08;2025-02-15 05:54:00;v3.3.6
844;AZ03SGQV2X;F5THA2Z8;2025-02-15 06:47:00;600;C7GGW6;H19VVZ;CannoliEngine;WEB;Incidunt reprehenderit necessitatibus occaecati tempora.;True;9390;False;SCHEDULED;INDOOR;SITE;2025-02-16 15:47:00;CONFIRMED;33;723;159.34;2025-02-15 16:32:00;v2.7.7
1234;WLENZJ99ZK;YH04B1NU;2025-02-16 00:05:00;576;KF34Y3;JSX5H2;CannoliEngine;APP;Deserunt aperiam quis eligendi.;True;8977;False;SCHEDULED;TAKEOUT;DELIVERYVIP;2025-02-16 07:05:00;PENDING;83;632;33.7;2025-02-16 10:20:00;v3.1.2
1671;2B75Y2IRCL;NZ7AU0QG;2025-02-16 02:36:00;128;Q5DYY2;65YBIZ;IfoodBridge;POS;Architecto adipisci accusantium quos.;False;3024;False;SCHEDULED;TAKEOUT;DELIVERYVIP;2025-02-17 09:36:00;CONFIRMED;43;1806;25.52;2025-02-16 17:15:00;v3.8.3
715;9TVO5CQPOW;JW66YNQN;2025-02-16 03:59:00;636;XWPF3Y;ZVU1LQ;KDSPro;WEB;Não informado;True;9787;False;SCHEDULED;TAKEOUT;WHATSAPP;2025-02-18 18:59:00;PLACED;10;1031;35.62;2025-02-16 19:24:00;v1.5.0
65;V7UW67H8F9;T6GXNYT2;2025-02-16 14:43:00;877;GOI8SK;9150UM;CannoliEngine;WEB;Não informado;True;3006;False;SCHEDULED;DELIVERY;SITE;2025-02-17 11:43:00;CONCLUDED;84;1167;43.05;2025-02-16 22:53:00;v1.8.1
1539;U5TD9UBW6G;ZTAQ6GLP;2025-02-16 19:18:00;263;GUT1PV;0BSE8R;DirectOrder;APP;Neque ipsum fugit ad temporibus fugit soluta accusamus.;False;4708;False;IMMEDIATE;DELIVERY;IFOOD;2025-02-16 19:18:00;PENDING;37;974;65.95;2025-02-17 05:29:00;v1.8.9
1093;2Y7HSUCOWV;UXOOU5AU;2025-02-17 02:17:00;133;67P574;OCXQ1B;DirectOrder;WEB;Não informado;True;5255;False;SCHEDULED;TAKEOUT;DELIVERYVIP;2025-02-19 11:17:00;CANCELED;14;3176;55.2;2025-02-17 19:27:00;v1.5.5
1993;QKQWWBHM3E;CGHLHPHB;2025-02-17 06:20:00;59;R6ZW6N;A4E461;CannoliEngine;APP;Optio nisi maxime debitis earum unde magni.;True;7536;False;SCHEDULED;INDOOR;DELIVERYVIP;2025-02-20 01:20:00;DISPATCHED;78;1583;22.44;2025-02-17 17:51:00;v2.6.4
737;4GM0WVGGDI;YWFZDSS5;2025-02-17 06:48:00;283;871FV5;TQH61X;IfoodBridge;WEB;Não informado;True;1739;False;SCHEDULED;DELIVERY;EPADOCA;2025-02-17 12:48:00;PENDING;89;1820;64.32;2025-02-17 16:06:00;v2.1.5
1159;6WVN4MO94C;TKQOK8YB;2025-02-17 07:35:00;86;F6BLI8;KY3QUZ;KDSPro;WEB;Não informado;False;2074;False;IMMEDIATE;INDOOR;DELIVERYVIP;2025-02-17 07:35:00;DISPATCHED;55;1551;144.92;2025-02-18 01:48:00;v3.1.9
1455;89T3FJLNTA;FIBXA174;2025-02-17 21:55:00;612;PHQ2SA;GK64K7;DirectOrder;POS;Não informado;False;8513;False;SCHEDULED;TAKEOUT;SITE;2025-02-19 05:55:00;DISPATCHED;40;1156;84.57;2025-02-18 14:58:00;v1.0.8
41;QKNPPAJIYR;YYIQEZRP;2025-02-18 04:12:00;990;1482GQ;T1KAYW;DirectOrder;POS;Não informado;True;7982;False;SCHEDULED;INDOOR;EPADOCA;2025-02-19 09:12:00;PENDING;39;424;81.02;2025-02-18 18:30:00;v3.6.2
340;OAP70RUCPR;KFWJ8DAX;2025-02-18 08:49:00;38;158X3V;3ACSHU;IfoodBridge;APP;Não informado;False;2876;False;SCHEDULED;TAKEOUT;EPADOCA;2025-02-20 00:49:00;CANCELED;38;645;83.45;2025-02-18 18:06:00;v2.7.0
566;JSKI4AIMP7;OA09R17W;2025-02-18 18:28:00;8;LQIPN9;JTIUJ5;IfoodBridge;APP;Não informado;True;6938;False;SCHEDULED;INDOOR;DELIVERYVIP;2025-02-19 23:28:00;CONFIRMED;13;3317;47.93;2025-02-18 22:37:00;v2.3.1
273;F3IO61HBQT;8HH10UCS;2025-02-18 18:54:00;713;1XNPWC;SQ6DNN;DirectOrder;APP;Ducimus delectus placeat consequuntur doloremque.;False;4602;False;SCHEDULED;INDOOR;WHATSAPP;2025-02-21 05:54:00;CANCELED;19;256;13.09;2025-02-19 08:40:00;v2.9.7
291;CFDFYLFCOJ;KAZPL668;2025-02-19 00:47:00;487;A71H4W;RTQRNZ;IfoodBridge;APP;Não informado;False;8739;False;SCHEDULED;TAKEOUT;ANOTAAI;2025-02-20 15:47:00;PLACED;44;3221;63.71;2025-02-19 11:05:00;v3.2.4
1368;13SHWHVNIA;4JNN9NRC;2025-02-19 00:55:00;33;QBLSDM;TUP8J5;KDSPro;APP;Aspernatur incidunt distinctio fuga pariatur odit.;True;2312;False;SCHEDULED;TAKEOUT;SITE;2025-02-20 04:55:00;PLACED;61;1423;19.55;2025-02-19 14:52:00;v1.5.0
690;P4GBX4TVQY;GZJKFAMF;2025-02-19 02:38:00;239;F9MORS;1WAQNE;CannoliEngine;WEB;Consequuntur culpa nobis soluta nulla molestias enim.;True;9982;False;IMMEDIATE;INDOOR;WHATSAPP;2025-02-19 02:38:00;DISPATCHED;34;2763;39.7;2025-02-19 05:15:00;v3.9.5
1428;1C7DNZ4HGU;LKO4XC1C;2025-02-19 04:52:00;221;LOV1DW;MYWP2P;DirectOrder;WEB;Quo maiores non quibusdam impedit.;False;5597;False;SCHEDULED;TAKEOUT;ANOTAAI;2025-02-21 14:52:00;DISPATCHED;20;3158;27.15;2025-02-19 07:53:00;v1.9.6
1326;ORKWDJVMW4;Q4HHQYTH;2025-02-19 15:06:00;530;FOTOEU;6KECO2;CannoliEngine;WEB;Não informado;False;9806;False;IMMEDIATE;DELIVERY;99FOOD;2025-02-19 15:06:00;CANCELED;63;749;60.96;2025-02-20 04:31:00;v3.6.9
