id;segmentid;templateid;storeid;name;description;badge;type;status;isdefault;createdat;createdby;updatedat;updatedby
872;639;1970-01-01 00:00:00.000000872;6G2KRT47Z0;Campanha Vitae A690;Voluptatum quaerat vel est deserunt earum velit impedit eum repellendus.;Não informado;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-03-31 19:53:19;Não informado
873;5;1970-01-01 00:00:00.000000873;KXQHXTDQY8;Campanha Suscipit 9FIQ;Não informado;seasonal;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-11-17 21:49:23;Não informado
874;5;1970-01-01 00:00:00.000000874;LZOO0AHWY4;Campanha Magni 23PA;Não informado;migration;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-01-04 03:01:10;Não informado
875;640;1970-01-01 00:00:00.000000875;6ZSSJNJ8TH;Campanha Pariatur 1PQU;Laudantium ducimus tempora ratione facere suscipit id accusamus corporis autem in.;migration;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-02-16 06:52:40;Não informado
876;641;1970-01-01 00:00:00.000000876;ZN4XJ765VA;Campanha Provident 97KZ;Modi enim assumenda optio repellat odio.;migration;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-09-04 11:25:42;Não informado
877;642;1970-01-01 00:00:00.000000877;W1DUHBX6AD;Campanha Ad LOR2;Odio debitis voluptas impedit vitae cum minima voluptatum pariatur natus doloremque.;winback;1;1970-01-01 00:00:00.000000001;True;;Não informado;2024-07-19 07:25:18;Não informado
878;643;1970-01-01 00:00:00.000000878;0U10KWCCIM;Campanha Deserunt NSCH;Não informado;consumption;1;1970-01-01 00:00:00.000000001;False;;Não informado;2024-12-28 22:44:06;Não informado
879;644;1970-01-01 00:00:00.000000879;XRQMBBXDO7;Campanha Aspernatur NQR3;Não informado;winback;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-01-15 08:34:08;Não informado
880;645;1970-01-01 00:00:00.000000880;FQ6D6SUZRD;Campanha Libero DN7P;Deleniti quibusdam consequatur officiis totam saepe expedita aut inventore doloremque necessitatibus.;winback;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-03-06 04:44:30;Não informado
881;5;1970-01-01 00:00:00.000000881;U3NM0SXFC5;Campanha Non Z5L9;Quaerat impedit amet voluptas esse sit minus deleniti dolorum ducimus perspiciatis alias similique.;loyalty;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-11-30 20:36:11;Não informado
882;646;1970-01-01 00:00:00.000000882;XCMLZTI89U;Campanha Unde V1FF;Facere error ipsum natus maxime aperiam.;Não informado;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-10-19 00:48:31;Não informado
883;647;1970-01-01 00:00:00.000000883;MBYTJPTVH3;Campanha Dolor 1A2M;Consequatur cupiditate officia earum temporibus assumenda enim adipisci ea.;loyalty;2;1970-01-01 00:00:00.000000002;False;;Não informado;2025-03-14 13:50:09;Não informado
884;648;1970-01-01 00:00:00.000000884;PUXJCN0CL5;Campanha Totam NKDI;Veritatis culpa numquam labore ea molestiae sint delectus voluptatum.;winback;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-01-27 19:06:27;Não informado
885;649;1970-01-01 00:00:00.000000885;67EZAQ3UZG;Campanha Rem RRQ0;Não informado;migration;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-10-14 17:56:22;Não informado
886;650;1970-01-01 00:00:00.000000886;E0X7H2CPCC;Campanha Veniam 3ZKG;Não informado;seasonal;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-08-16 05:26:13;Não informado
887;651;1970-01-01 00:00:00.000000887;MX4YQQ1426;Campanha Impedit 7YUR;Optio doloremque omnis unde quas eius reiciendis.;Não informado;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-04-30 21:30:57;Não informado
888;652;1970-01-01 00:00:00.000000888;OQKV0N4H2A;Campanha Nostrum WNF3;Cumque molestias sint neque sed officia ipsam deleniti vitae fugiat.;consumption;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-12-16 15:35:43;Não informado
889;5;1970-01-01 00:00:00.000000889;HQHZEDCJ9Z;Campanha Dicta QNKY;Eligendi modi nisi nobis nesciunt illo assumenda.;Não informado;1;1970-01-01 00:00:00.000000001;True;;Não informado;2025-04-06 16:42:16;Não informado
890;5;1970-01-01 00:00:00.000000890;2VC8BZBO3F;Campanha Magnam ASEM;Nulla veniam delectus aliquid enim placeat nobis labore.;winback;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-01-27 17:03:46;Não informado
891;653;1970-01-01 00:00:00.000000891;V57HLSZM6V;Campanha Atque DUQD;Não informado;consumption;2;1970-01-01 00:00:00.000000002;False;;Não informado;2024-12-30 19:26:41;Não informado
892;654;1970-01-01 00:00:00.000000892;79NK33AH78;Campanha Deserunt Y3ON;Vel rem nesciunt iure pariatur explicabo esse architecto esse.;winback;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-06-28 20:29:08;Não informado
893;655;1970-01-01 00:00:00.000000893;L4VFZYKBB5;Campanha Corporis YFTX;Não informado;migration;2;1970-01-01 00:00:00.000000004;False;;Não informado;2025-03-14 08:10:58;Não informado
894;656;1970-01-01 00:00:00.000000894;DA1K3RE8HC;Campanha Quam X09L;Praesentium atque distinctio ut suscipit odio eligendi veniam.;Não informado;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-06-29 13:24:44;Não informado
895;5;1970-01-01 00:00:00.000000895;3DC0VSVITS;Campanha Laudantium 03L3;Delectus nulla nisi illum in repellat est.;migration;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-12-11 02:54:15;Não informado
896;657;1970-01-01 00:00:00.000000896;CT71WB0BJH;Campanha Sapiente PPIP;Nam sit quos dolorem voluptate recusandae.;loyalty;1;1970-01-01 00:00:00.000000001;True;Não informado;Não informado;2024-10-10 05:37:17;Não informado
897;658;1970-01-01 00:00:00.000000897;YPC45U2691;Campanha Excepturi 456H;Não informado;migration;1;1970-01-01 00:00:00.000000003;False;;Não informado;2024-05-15 06:34:26;Não informado
898;659;1970-01-01 00:00:00.000000898;8Y0AWRHQS9;Campanha Qui DVEL;Nihil accusamus illo laudantium expedita aspernatur quam aspernatur ullam similique nisi.;seasonal;2;1970-01-01 00:00:00.000000002;False;;Não informado;2025-07-09 04:51:58;Não informado
899;660;1970-01-01 00:00:00.000000899;0MB0ORR5SR;Campanha Maxime 5ET3;Não informado;loyalty;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-02-07 00:03:18;Não informado
900;661;1970-01-01 00:00:00.000000900;SXMDX52F7G;Campanha Possimus FPPS;Reprehenderit minus maiores asperiores minima quae expedita earum minima.;seasonal;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-04-01 17:15:07;Não informado
901;662;1970-01-01 00:00:00.000000901;DO3GTXYZ8A;Campanha Itaque KV3U;Eius beatae est soluta neque doloribus dolor rerum ratione minima corporis culpa distinctio.;migration;1;1970-01-01 00:00:00.000000003;False;;Não informado;2025-01-22 14:01:55;Não informado
902;663;1970-01-01 00:00:00.000000902;RFLVRKTGU8;Campanha Quae TL77;Aliquam ad pariatur optio repellendus aliquid dolorum enim sequi reprehenderit.;consumption;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-01-22 08:39:44;Não informado
903;5;1970-01-01 00:00:00.000000903;LTGC3V8MO2;Campanha Voluptas TPX4;Magni est amet quae illum cupiditate mollitia error voluptatem.;consumption;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-09-08 05:54:42;Não informado
904;664;1970-01-01 00:00:00.000000904;1AVJVWSQ4R;Campanha Asperiores X9WX;Quod beatae quae fugit omnis deleniti eius minima consectetur nisi.;loyalty;1;1970-01-01 00:00:00.000000001;False;;Não informado;2024-08-04 13:19:30;Não informado
905;665;1970-01-01 00:00:00.000000905;0FWCS4BJU8;Campanha Quos OXM9;Iusto corporis corporis quos voluptatem autem neque suscipit asperiores a.;loyalty;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-04-20 17:37:11;Não informado
906;666;1970-01-01 00:00:00.000000906;3WAGB2RH73;Campanha Vitae 26XP;Voluptatum minima deserunt nam distinctio at perspiciatis ad error modi velit iste.;consumption;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-10-03 06:07:36;Não informado
907;667;1970-01-01 00:00:00.000000907;80KA3R2DXJ;Campanha Dignissimos OXV6;Não informado;seasonal;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-12-09 16:16:19;Não informado
908;668;1970-01-01 00:00:00.000000908;TRHXJNJ0KX;Campanha Aperiam 69XP;Tempore maxime explicabo laudantium facilis neque soluta quo.;winback;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-08-12 01:50:00;Não informado
909;669;1970-01-01 00:00:00.000000909;2U4X7X8W43;Campanha Voluptatibus H93S;Labore at tempora nobis totam voluptatibus tempore.;loyalty;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-11-04 13:09:57;Não informado
910;5;1970-01-01 00:00:00.000000910;RSASVI1X1V;Campanha Ipsam H3JI;Optio consectetur soluta praesentium deleniti quia itaque autem beatae deserunt.;seasonal;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-05-18 06:09:49;Não informado
911;670;1970-01-01 00:00:00.000000911;M12LC9BGJQ;Campanha Culpa 0AQK;Natus quaerat cumque reprehenderit voluptates fuga eligendi itaque minima veritatis at facere.;winback;1;1970-01-01 00:00:00.000000001;False;;Não informado;2024-08-22 18:29:27;Não informado
912;5;1970-01-01 00:00:00.000000912;Q6RF8LW7Y8;Campanha Molestias AUBP;Voluptatum beatae reprehenderit assumenda itaque accusantium.;consumption;2;1970-01-01 00:00:00.000000001;True;;Não informado;2025-06-04 10:34:40;Não informado
913;671;1970-01-01 00:00:00.000000913;YYWKMX8DHI;Campanha Earum C6V1;Magnam exercitationem quam voluptates laborum iusto alias corporis.;seasonal;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-06-16 09:21:19;Não informado
914;672;1970-01-01 00:00:00.000000914;W3LCZ6EIMB;Campanha Eaque 9GM5;Maxime alias consectetur cumque eaque eius nemo voluptatum nisi labore fugiat cum.;consumption;1;1970-01-01 00:00:00.000000004;True;Não informado;Não informado;2025-07-07 06:40:03;Não informado
915;673;1970-01-01 00:00:00.000000915;63MYSRTTYM;Campanha Impedit MCWP;Não informado;migration;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-04-12 04:03:25;Não informado
916;674;1970-01-01 00:00:00.000000916;CX7MM1HQB1;Campanha Dicta EG4O;Provident corrupti optio voluptas repellendus expedita necessitatibus in.;loyalty;1;1970-01-01 00:00:00.000000004;True;Não informado;Não informado;2024-07-03 16:09:55;Não informado
917;675;1970-01-01 00:00:00.000000917;D44Y3NPZ5G;Campanha Non P5GP;Não informado;winback;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-10-31 22:26:35;Não informado
918;676;1970-01-01 00:00:00.000000918;OAWCUD3I2I;Campanha Eum WMC0;Placeat dolor aspernatur pariatur expedita aperiam fuga.;migration;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-03-11 06:59:32;Não informado
919;5;1970-01-01 00:00:00.000000919;Z3T7EY0PYD;Campanha Illo G1KI;Não informado;winback;1;1970-01-01 00:00:00.000000003;True;Não informado;Não informado;2024-07-10 09:23:27;Não informado
920;5;1970-01-01 00:00:00.000000920;4DKFFVIKBY;Campanha Eius T2II;Enim ullam sunt adipisci at accusamus corporis earum debitis.;loyalty;2;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-01-16 18:20:25;Não informado
921;677;1970-01-01 00:00:00.000000921;PQVCZKAKJ6;Campanha A SZXI;Não informado;winback;2;1970-01-01 00:00:00.000000002;False;;Não informado;2025-05-12 16:34:10;Não informado
922;678;1970-01-01 00:00:00.000000922;Y4XVRYDAFV;Campanha Eum 87VO;Exercitationem facilis ipsum magnam fuga corporis nostrum labore fuga officiis.;consumption;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-03-03 14:43:17;Não informado
923;5;1970-01-01 00:00:00.000000923;S4FW00R3FD;Campanha Numquam TO62;Nostrum repellat placeat deserunt perspiciatis blanditiis ipsum voluptatum laudantium cumque numquam.;Não informado;1;1970-01-01 00:00:00.000000004;False;;Não informado;2024-06-24 17:46:10;Não informado
924;679;1970-01-01 00:00:00.000000924;EAESQAXMVW;Campanha Sapiente 0NHJ;Ratione nobis temporibus magni omnis illo itaque.;consumption;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-03-02 18:29:08;Não informado
925;680;1970-01-01 00:00:00.000000925;EX0SUTBH7W;Campanha Minima 5GLO;Não informado;Não informado;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-03-23 17:46:45;Não informado
926;5;1970-01-01 00:00:00.000000926;JVZHOYYKCZ;Campanha Ipsa F2TD;Deleniti iusto ullam beatae accusamus aspernatur assumenda maiores illum ducimus.;migration;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-10-13 15:44:47;Não informado
927;681;1970-01-01 00:00:00.000000927;C5LIKCTFAI;Campanha Officiis XG2G;Deserunt dolore id distinctio accusamus repudiandae repellat fugit dignissimos.;winback;1;1970-01-01 00:00:00.000000001;True;;Não informado;2024-09-29 03:24:55;Não informado
928;682;1970-01-01 00:00:00.000000928;S0WI4IUYD7;Campanha Inventore RINA;Ducimus facilis modi dolorum voluptas assumenda odit.;seasonal;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-05-15 22:10:42;Não informado
929;683;1970-01-01 00:00:00.000000929;GBMCZDBRAE;Campanha Sapiente IU5A;Facilis inventore aspernatur enim quia placeat nulla.;seasonal;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-02-27 03:40:31;Não informado
930;5;1970-01-01 00:00:00.000000930;QTCD21W2KJ;Campanha Commodi NVFO;Vitae at repellendus quisquam ratione explicabo et rem.;consumption;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-07-09 19:08:51;Não informado
931;684;1970-01-01 00:00:00.000000931;QRIQYE1SOF;Campanha Excepturi PVOE;Não informado;Não informado;2;1970-01-01 00:00:00.000000004;True;Não informado;Não informado;2024-12-04 19:22:30;Não informado
932;685;1970-01-01 00:00:00.000000932;7NRQH4S03B;Campanha Maiores 0HXZ;Reprehenderit eligendi corporis illo ipsum quo accusamus voluptatibus consequatur labore neque beatae consectetur officiis.;consumption;2;1970-01-01 00:00:00.000000001;False;;Não informado;2024-11-30 00:08:24;Não informado
933;686;1970-01-01 00:00:00.000000933;25GP0A8D2O;Campanha Perspiciatis DKWD;Ipsa nobis minima officiis quas doloremque sunt eligendi sed.;loyalty;2;1970-01-01 00:00:00.000000002;True;;Não informado;2024-10-07 00:45:07;Não informado
934;687;1970-01-01 00:00:00.000000934;90H7JAJLTU;Campanha Voluptatum V67H;Quasi amet libero consequuntur sequi tempore eius nisi est qui maiores perspiciatis quis.;winback;1;1970-01-01 00:00:00.000000001;True;Não informado;Não informado;2024-09-14 12:59:19;Não informado
935;5;1970-01-01 00:00:00.000000935;TRVXOI41UG;Campanha Vel 82Z8;Corrupti dignissimos doloribus odit repudiandae debitis magni quas fugiat ducimus libero eum.;migration;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2024-06-12 18:26:14;Não informado
936;688;1970-01-01 00:00:00.000000936;LIC6B0YUCQ;Campanha Ducimus EFRS;Sapiente consequuntur assumenda veniam provident optio accusamus.;migration;1;1970-01-01 00:00:00.000000001;False;;Não informado;2024-08-17 03:56:44;Não informado
937;689;1970-01-01 00:00:00.000000937;18X4RYS04S;Campanha Repudiandae JU6U;Não informado;Não informado;1;1970-01-01 00:00:00.000000003;False;;Não informado;2025-04-27 02:52:56;Não informado
938;5;1970-01-01 00:00:00.000000938;DEK429M0TT;Campanha Praesentium D78P;Esse temporibus vel repudiandae quisquam quibusdam voluptates facere.;Não informado;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-05-22 09:22:13;Não informado
939;5;1970-01-01 00:00:00.000000939;DO3GQ83QG5;Campanha Excepturi OPKO;Não informado;Não informado;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-10-19 14:21:21;Não informado
940;5;1970-01-01 00:00:00.000000940;SYVUVO9GB1;Campanha Cum XAC9;Não informado;consumption;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-12-07 16:16:54;Não informado
941;690;1970-01-01 00:00:00.000000941;H9H72IQ4LU;Campanha Perspiciatis 1BY4;Animi atque explicabo nobis laborum ad odit optio eius nobis nihil autem quas.;loyalty;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-09-11 09:43:25;Não informado
942;691;1970-01-01 00:00:00.000000942;0N1SMP85Y7;Campanha Odio T3F4;Atque error aliquam quam animi mollitia porro ea cum ut ipsa provident magni.;seasonal;1;1970-01-01 00:00:00.000000002;False;;Não informado;2025-03-02 07:50:05;Não informado
943;692;1970-01-01 00:00:00.000000943;16D3CV0L5C;Campanha Ut 098J;Molestias sunt doloribus cumque dolores minus tenetur dolores consectetur distinctio.;Não informado;2;1970-01-01 00:00:00.000000002;False;;Não informado;2024-08-19 06:45:22;Não informado
944;693;1970-01-01 00:00:00.000000944;ZOBZOUJJ30;Campanha Recusandae TLDO;Officia doloribus incidunt quas sit praesentium.;migration;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-05-25 01:19:39;Não informado
945;694;1970-01-01 00:00:00.000000945;VS01WXPXN2;Campanha Placeat TEJ0;Iure aut accusamus necessitatibus odit incidunt.;winback;1;1970-01-01 00:00:00.000000001;False;;Não informado;2025-07-04 12:24:43;Não informado
946;695;1970-01-01 00:00:00.000000946;W6L87PSCH8;Campanha Deserunt Q7QR;Officia repudiandae minima reiciendis adipisci iusto harum aliquam cumque ex voluptatum cupiditate.;loyalty;1;1970-01-01 00:00:00.000000004;False;;Não informado;2025-03-12 18:31:08;Não informado
947;696;1970-01-01 00:00:00.000000947;Z9ZGEGG4JY;Campanha Dolore S2Z3;Quisquam corrupti voluptatum fugiat ex tenetur error suscipit.;migration;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-01-15 20:59:57;Não informado
948;5;1970-01-01 00:00:00.000000948;PLA6D2KG1T;Campanha Aliquam 4F9B;Dolorum nobis nobis fugiat ducimus culpa officia totam explicabo esse soluta suscipit.;seasonal;2;1970-01-01 00:00:00.000000002;True;Não informado;Não informado;2024-07-21 13:18:56;Não informado
949;697;1970-01-01 00:00:00.000000949;AVPM6DYSX9;Campanha Quia OJWU;Assumenda in itaque excepturi alias quasi voluptatem totam sint reiciendis impedit.;migration;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-05-06 13:48:26;Não informado
950;698;1970-01-01 00:00:00.000000950;WWCGBLWKLD;Campanha Laudantium WC6G;Vitae animi asperiores deleniti ipsa labore perspiciatis.;migration;1;1970-01-01 00:00:00.000000001;True;Não informado;Não informado;2024-09-02 07:18:36;Não informado
951;5;1970-01-01 00:00:00.000000951;LLJ0VGWGRZ;Campanha Tempora PX9V;Asperiores accusantium assumenda quo voluptate temporibus voluptatem.;loyalty;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-12-28 11:49:57;Não informado
952;699;1970-01-01 00:00:00.000000952;NUDC32GY42;Campanha Porro 2KKW;Repudiandae fugiat culpa rerum animi dolorem odio excepturi voluptatibus animi impedit commodi.;loyalty;2;1970-01-01 00:00:00.000000001;False;;Não informado;2025-01-10 18:19:06;Não informado
953;700;1970-01-01 00:00:00.000000953;YSGOHKSV8J;Campanha Debitis RD8S;Não informado;Não informado;2;1970-01-01 00:00:00.000000001;False;;Não informado;2025-01-09 18:54:34;Não informado
954;5;1970-01-01 00:00:00.000000954;1NKK0G78TM;Campanha Exercitationem QH3A;Iusto quaerat magni vel sint ipsum dolorum saepe atque quibusdam exercitationem.;consumption;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-03-05 22:59:18;Não informado
955;701;1970-01-01 00:00:00.000000955;5745IP65PL;Campanha Corporis LD5O;Saepe molestiae culpa facilis adipisci accusamus eligendi placeat sint expedita dolorum illo occaecati.;migration;2;1970-01-01 00:00:00.000000004;False;;Não informado;2025-01-21 04:49:35;Não informado
956;702;1970-01-01 00:00:00.000000956;SA12MESQ79;Campanha Aut 0VON;Consectetur quis perferendis fugit fugit hic eaque ea laudantium voluptas ipsam voluptas nobis.;Não informado;2;1970-01-01 00:00:00.000000004;True;Não informado;Não informado;2024-12-06 03:57:44;Não informado
957;703;1970-01-01 00:00:00.000000957;WJAZQ4X55P;Campanha Voluptatibus B4W6;Não informado;migration;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2025-05-29 12:52:33;Não informado
958;704;1970-01-01 00:00:00.000000958;287QMRMPLX;Campanha Dolorem C0PA;Quam fugiat dolore adipisci odio a nobis eius et.;migration;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-12-13 02:53:57;Não informado
959;705;1970-01-01 00:00:00.000000959;J5YHY8N59U;Campanha Maxime L59K;Cumque veritatis provident necessitatibus voluptatibus repudiandae voluptas ex excepturi in dicta modi.;migration;2;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-02-20 22:37:22;Não informado
960;706;1970-01-01 00:00:00.000000960;2IMB30JGUC;Campanha Optio 3TGL;Quisquam recusandae quisquam quis odit modi harum cumque voluptatem vero molestiae enim corrupti.;Não informado;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2025-04-09 10:21:36;Não informado
961;707;1970-01-01 00:00:00.000000961;L9YILZR015;Campanha Repellendus K9CO;Minima dignissimos autem sed voluptates nemo laboriosam fuga.;loyalty;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-03-30 16:54:26;Não informado
962;708;1970-01-01 00:00:00.000000962;45YHSHZD14;Campanha Dolorum FTNM;Possimus quos quis aspernatur quae autem aspernatur repellat facilis eveniet minima vel amet.;winback;1;1970-01-01 00:00:00.000000001;False;;Não informado;2025-05-28 10:34:35;Não informado
963;709;1970-01-01 00:00:00.000000963;XSN66RMNR6;Campanha Accusantium NOBG;Soluta laudantium aspernatur fugit exercitationem dolor sint consectetur maiores laudantium voluptatem mollitia veritatis.;Não informado;1;1970-01-01 00:00:00.000000003;True;;Não informado;2025-03-31 13:50:56;Não informado
964;710;1970-01-01 00:00:00.000000964;HVO2N0IDC8;Campanha Impedit HNYD;Nemo porro eius ducimus in dolores facilis adipisci libero animi accusantium temporibus nesciunt.;seasonal;1;1970-01-01 00:00:00.000000004;True;;Não informado;2024-09-29 20:29:58;Não informado
965;711;1970-01-01 00:00:00.000000965;5K5Q5GOEIO;Campanha Dolorum TZS6;Omnis animi minima maiores esse officia nobis.;winback;2;1970-01-01 00:00:00.000000004;False;;Não informado;2024-06-08 03:39:49;Não informado
966;712;1970-01-01 00:00:00.000000966;84WYX74ZEM;Campanha Excepturi G025;Nemo adipisci harum quis perspiciatis blanditiis quas aut magnam dolores ab modi eum.;migration;1;1970-01-01 00:00:00.000000004;False;Não informado;Não informado;2025-01-01 16:15:42;Não informado
967;713;1970-01-01 00:00:00.000000967;PRA5A5PMLQ;Campanha In HDLQ;Não informado;loyalty;1;1970-01-01 00:00:00.000000001;True;;Não informado;2025-02-03 23:04:33;Não informado
968;714;1970-01-01 00:00:00.000000968;2XB402NMSI;Campanha Expedita KJI9;Reprehenderit modi eveniet non doloribus nesciunt similique in consequuntur dolorem.;consumption;2;1970-01-01 00:00:00.000000003;False;;Não informado;2024-10-08 07:58:05;Não informado
969;5;1970-01-01 00:00:00.000000969;865EO9W6YA;Campanha Quos 8JB9;Adipisci quidem cum dolorum vero libero.;seasonal;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-10-08 07:30:05;Não informado
970;715;1970-01-01 00:00:00.000000970;3V1NPCYVU0;Campanha Voluptates 49DD;Eaque facilis maxime magnam nemo accusantium est aliquam.;consumption;1;1970-01-01 00:00:00.000000004;False;;Não informado;2024-06-08 01:11:12;Não informado
971;5;1970-01-01 00:00:00.000000971;PLLQ7S1ORA;Campanha Aliquid Z0OY;Nam harum pariatur omnis esse eveniet animi eligendi perspiciatis aut est facere.;Não informado;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-11-19 05:27:36;Não informado
972;716;1970-01-01 00:00:00.000000972;ZNMVNSWJFI;Campanha Amet I0UG;Autem amet voluptatum qui ducimus nisi rerum praesentium placeat doloribus corrupti recusandae soluta.;Não informado;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-05-03 07:23:06;Não informado
973;717;1970-01-01 00:00:00.000000973;4YWP6CBC5T;Campanha Odio NLL5;Impedit dolor eum corrupti aliquid aliquam qui nemo.;loyalty;1;1970-01-01 00:00:00.000000003;False;Não informado;Não informado;2024-10-02 07:41:53;Não informado
974;718;1970-01-01 00:00:00.000000974;MJKKEGVKA6;Campanha Aut 5FZ2;Não informado;Não informado;1;1970-01-01 00:00:00.000000003;False;;Não informado;2025-03-19 00:09:44;Não informado
975;719;1970-01-01 00:00:00.000000975;6Y1OL5RKH8;Campanha Quae 7CYA;Não informado;consumption;2;1970-01-01 00:00:00.000000002;True;;Não informado;2024-11-13 15:42:08;Não informado
976;720;1970-01-01 00:00:00.000000976;1TCHWSTWYR;Campanha Facere VMWW;Aliquam numquam quia magnam sint suscipit temporibus explicabo.;winback;2;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-11-24 16:12:44;Não informado
977;5;1970-01-01 00:00:00.000000977;9L349DQ1GT;Campanha Tempora 7DHT;Não informado;winback;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-12-26 02:39:18;Não informado
978;721;1970-01-01 00:00:00.000000978;98CJNJZ9G6;Campanha Magni DVNQ;Não informado;loyalty;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2024-11-19 04:29:54;Não informado
979;722;1970-01-01 00:00:00.000000979;SF6K9KOHD5;Campanha Sint MHBC;Quasi molestias placeat veritatis ut ipsum iste maiores illo omnis.;loyalty;1;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-04-20 02:42:00;Não informado
980;723;1970-01-01 00:00:00.000000980;KQTYDB90MT;Campanha Commodi XLQ0;Natus mollitia alias et sequi neque temporibus neque fugit.;seasonal;2;1970-01-01 00:00:00.000000002;False;;Não informado;2024-07-09 15:27:23;Não informado
981;724;1970-01-01 00:00:00.000000981;L5EU9VDOW6;Campanha Impedit JFPY;Assumenda vero a nulla eaque iste tempore similique libero.;winback;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-04-02 18:41:45;Não informado
982;725;1970-01-01 00:00:00.000000982;709NWA6540;Campanha Sunt WFJ2;Repellendus iure consequatur voluptatum non fuga quisquam eveniet qui.;migration;2;1970-01-01 00:00:00.000000002;False;Não informado;Não informado;2024-08-14 15:13:59;Não informado
983;726;1970-01-01 00:00:00.000000983;7FD3MWG24U;Campanha Beatae NFTW;Vitae odit nobis aspernatur nisi quibusdam officia officia magni ullam fugiat nostrum consequuntur.;Não informado;1;1970-01-01 00:00:00.000000001;False;Não informado;Não informado;2025-03-05 21:04:43;Não informado
984;5;1970-01-01 00:00:00.000000984;UF2W7WR1TQ;Campanha Vel ZFB8;Consectetur quaerat quasi eum quam eos accusamus facilis eveniet harum amet.;seasonal;2;1970-01-01 00:00:00.000000003;True;Não informado;Não informado;2024-07-10 02:16:01;Não informado
